Title,Authors,Source_Title,Publication_Year,DOI,Notes,country,region,level_of_data_collection,collection_method,confience,location_of_data_extraction,time_for_time_series,SPECIES,growth_type,taxa,Environment,MIN,MAX,AVERAGE,UNITS,SYSTEM notes,system,mean_tonnes_ha_year,fishprint_taxa,cal_100_g,p_100_g
Production of Japanese flounder in closed recirculating aquaculture system,"Kikuchi, Kotaro; Iwata, Nakahiro; Takeda, Shigenobu",FISHERIES SCIENCE,2002,10.2331/fishsci.68.sup1_851,259 day growing (phase 1) then an additional 78 days (phase 2: changes in temp?). Culture Phase 1=31kg/m2; Phase 2=23 and 25 kg/m2,japan,asia (not china),experiment,experiment,high,table 1 and text for # of days,,Japanese flounder,monoculture,fish,sw,,,24.9109792,kg/m2/day,RAS,RAS or tanks,249.11,misc_marine,70,12.4
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2014,Gracilariopsis lemaneiformis,monoculture,algae,sw,,,24.86772487,mt dw/ha/y,,,248.6772487,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2013,Saccharina japonica,monoculture,algae,sw,,,24.86772487,mt dw/ha/y,,,248.6772487,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2004,Undaria pinnatifida,monoculture,algae,sw,,,24.33862434,mt dw/ha/y,,,243.3862434,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2012,Undaria pinnatifida,monoculture,algae,sw,,,24.33862434,mt dw/ha/y,,,243.3862434,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2009,Saccharina japonica,monoculture,algae,sw,,,23.80952381,mt dw/ha/y,,,238.0952381,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2013,Gracilariopsis lemaneiformis,monoculture,algae,sw,,,23.28042328,mt dw/ha/y,,,232.8042328,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2004,Saccharina japonica,monoculture,algae,sw,,,23.28042328,mt dw/ha/y,,,232.8042328,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2010,Gracilariopsis lemaneiformis,monoculture,algae,sw,,,22.75132275,mt dw/ha/y,,,227.5132275,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2001,Other,monoculture,algae,sw,,,22.75132275,mt dw/ha/y,,,227.5132275,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2012,Saccharina japonica,monoculture,algae,sw,,,22.75132275,mt dw/ha/y,,,227.5132275,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2010,Saccharina japonica,monoculture,algae,sw,,,22.22222222,mt dw/ha/y,,,222.2222222,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2013,Undaria pinnatifida,monoculture,algae,sw,,,22.22222222,mt dw/ha/y,,,222.2222222,,,
"Culture, yield and bioremediation potential of Palmaria palmata (Linnaeus) Weber & Mohr and Saccharina latissima (Linnaeus) C.E. Lane, C. Mayes, Druehl & G.W. Saunders adjacent to fish farm cages in northwest Scotland","Sanderson, J. C.; Dring, M. J.; Davidson, K.; Kelly, M. S.",AQUACULTURE,2012,10.1016/j.aquaculture.2012.03.019,"The authors grew algae on long lines and droppers in an experiment. The yeild here is in 2D (linear lengths). The authors then extrapolated to a 'reasonable' array in situ of 40 longlines, each 100 m in length, per hectare (approximately 2.5 m between each). Wet to dry weight
ratios used are 7:1 for P. palmata and 9:1 for S. latissima.
At maximal extrapolated yields, a hectare of P. palmata may
absorb as much as 30% of the nitrogen output from a 500 tonne
salmon farm (total harvest 340 tonnes fw ha−1
, P. palmata, containing 7% dwt nitrogen). A more conservative estimate based on more
realistic harvest yields is 12% (total harvest 180 tonnes wwt ha−1
,
5.5% dwt nitrogen). S. latissima might absorb as much as 10% (total
harvest 340 tonnes fw ha−1
, 3% dwt nitrogen) but a more conservative estimate is 5.3% (total harvest 220 tonnes fw ha−1
, 2.5% dwt
nitrogen).",scotland,europe,experiment,experiment,mid,Discussion,,S.Latissima,monoculture,algae,sw,,340,220,Tonnes wet/ha/year,lines,on or off bottom,220,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2012,Gracilariopsis lemaneiformis,monoculture,algae,sw,,,21.69312169,mt dw/ha/y,,,216.9312169,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2011,Saccharina japonica,monoculture,algae,sw,,,21.69312169,mt dw/ha/y,,,216.9312169,,,
How profitability assessment parameters score under large-scale commercial cultivation of different agarophyte seaweeds along south-eastern coast of India,"Mantri, VA; Dineshkumar, R; Yadav, A; Veeragurunathan, V; Ganesan, M; Eswaran, K; Thiruppathi, S",AQUACULTURE INTERNATIONAL,2022,10.1007/s10499-022-00866-y,"The cultivation of Ge. acerosa has yielded 18 t dry wt ha−1 year−1biomass in three harvests (Ganesan et al., 2009). The same was 35 t dry wt ha−1 year−1 biomass in six harvests in G. edulis (Ganesan et al., 2011a); 11.5 t dry wt ha−1 year−1 biomass in five harvests in G. duraand 56.7 t dry wt ha−1 year−1 biomass in six harvests in G. debilis (Veeragurunathan et al., 2015a, b; Veeragurunathan et al. 2019). However, the yield for other species of Gracilaria under various farming systems has also been reported in the literature, namely 47 t dry wt ha−1 year−1 for G. gracilis from South Africa by suspended rope technique (Wakibia et al., 2001); 18–29 t dry wt ha−1 year−1 for G. tikvahiae from Florida, USA, in pond culture (Hanisak and Ryther, 1986); 84–132 t dry wt ha−1 year−1 for G. chilensis (now Agarophyton chilensis)from Chile in sea bottom culture (Buschmann et al., 1995); and 40 t dry wt ha−1 year−1 for G. gracilis from Saldanha Bay, South Africa, by raft method (Anderson et al. 1996). TABLE 1",united states,north america,,,low,Review in in tro,1986,kappaphycus alvarezii,,algae,sw,18,29,23.5,t dw/ha/y,pond,ponds,213.188475,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2003,Other,monoculture,algae,sw,,,21.16402116,mt dw/ha/y,,,211.6402116,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2000,Other,monoculture,algae,sw,,,20.63492063,mt dw/ha/y,,,206.3492063,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2007,Saccharina japonica,monoculture,algae,sw,,,20.63492063,mt dw/ha/y,,,206.3492063,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2008,Saccharina japonica,monoculture,algae,sw,,,20.63492063,mt dw/ha/y,,,206.3492063,,,
"Traditional vs. Integrated Multi-Trophic Aquaculture of Gracilaria chilensis C. J. Bird, J. McLachlan & E. C. Oliveira: Productivity and physiological performance","Abreu, Maria H.; Varela, Daniel A.; Henriquez, Luis; Villarroel, Adrian; Yarish, Charles; Sousa-Pinto, Isabel; Buschmann, Alejandro H.",AQUACULTURE,2009,10.1016/j.aquaculture.2009.03.043,averages from https://apps.automeris.io/wpd/,chile,south america,experiment,experiment,mid,Fig 3b,summer,Gracilaria,imta,algae,sw,,,1676,g m−2month−1,Longline subtidal Integrated Multi-Trophic Aquaculture (far),on or off bottom,201.12,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2009,Gracilariopsis lemaneiformis,monoculture,algae,sw,,,20.10582011,mt dw/ha/y,,,201.0582011,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2002,Other,monoculture,algae,sw,,,20.10582011,mt dw/ha/y,,,201.0582011,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2014,Undaria pinnatifida,monoculture,algae,sw,,,20.10582011,mt dw/ha/y,,,201.0582011,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2010,Undaria pinnatifida,monoculture,algae,sw,,,20.10582011,mt dw/ha/y,,,201.0582011,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2005,Saccharina japonica,monoculture,algae,sw,,,19.57671958,mt dw/ha/y,,,195.7671958,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2006,Saccharina japonica,monoculture,algae,sw,,,19.57671958,mt dw/ha/y,,,195.7671958,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2013,Sargassum fusifarme,monoculture,algae,sw,,,19.57671958,mt dw/ha/y,,,195.7671958,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2011,Gracilariopsis lemaneiformis,monoculture,algae,sw,,,19.04761905,mt dw/ha/y,,,190.4761905,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2006,Gracilariopsis lemaneiformis,monoculture,algae,sw,,,18.51851852,mt dw/ha/y,,,185.1851852,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2004,Other,monoculture,algae,sw,,,18.51851852,mt dw/ha/y,,,185.1851852,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2013,Other,monoculture,algae,sw,,,18.51851852,mt dw/ha/y,,,185.1851852,,,
"Culture, yield and bioremediation potential of Palmaria palmata (Linnaeus) Weber & Mohr and Saccharina latissima (Linnaeus) C.E. Lane, C. Mayes, Druehl & G.W. Saunders adjacent to fish farm cages in northwest Scotland","Sanderson, J. C.; Dring, M. J.; Davidson, K.; Kelly, M. S.",AQUACULTURE,2012,10.1016/j.aquaculture.2012.03.019,"The authors grew algae on long lines and droppers in an experiment. The yeild here is in 2D (linear lengths). The authors then extrapolated to a 'reasonable' array in situ of 40 longlines, each 100 m in length, per hectare (approximately 2.5 m between each). Wet to dry weight
ratios used are 7:1 for P. palmata and 9:1 for S. latissima.
At maximal extrapolated yields, a hectare of P. palmata may
absorb as much as 30% of the nitrogen output from a 500 tonne
salmon farm (total harvest 340 tonnes fw ha−1
, P. palmata, containing 7% dwt nitrogen). A more conservative estimate based on more
realistic harvest yields is 12% (total harvest 180 tonnes wwt ha−1
,
5.5% dwt nitrogen). S. latissima might absorb as much as 10% (total
harvest 340 tonnes fw ha−1
, 3% dwt nitrogen) but a more conservative estimate is 5.3% (total harvest 220 tonnes fw ha−1
, 2.5% dwt
nitrogen).",scotland,europe,experiment,experiment,mid,Discussion,,P. palmata,monoculture,algae,sw,,340,180,Tonnes wet/ha/year,lines,on or off bottom,180,,,
The potential of seaweed cultivation to achieve carbon neutrality and mitigate deoxygenation and eutrophication,"Gao, G; Gao, L; Jiang, MJ; Jian, A; He, LW",ENVIRONMENTAL RESEARCH LETTERS,2022,10.1088/1748-9326/ac3fd9,Digitize 5. LOTS of data,china,asia (china),country,country data,medium,Figure 5,2011,Sargassum fusifarme,monoculture,algae,sw,,,17.98941799,mt dw/ha/y,,,179.8941799,,,
